Time,Value
0.001270,89.000000
0.001280,89.000000
0.001290,89.000000
0.001300,89.000000
0.001310,89.000000
0.001320,89.000000
0.001330,89.000000
0.001340,89.000000
0.001350,89.000000
0.001360,89.000000
0.001370,89.000000
0.001380,89.000000
0.001390,89.000000
0.001400,89.000000
0.001410,89.000000
0.001420,89.000000
0.001430,89.000000
0.001440,89.000000
0.001450,-89.000000
0.001460,-89.000000
0.001470,-89.000000
0.001480,-89.000000
0.001490,-89.000000
0.001500,-89.000000
0.001510,-89.000000
0.001520,-89.000000
0.001530,-89.000000
0.001540,-89.000000
0.001550,-89.000000
0.001560,-89.000000
0.001570,-89.000000
0.001580,-89.000000
0.001590,-89.000000
0.001600,-89.000000
0.001610,-89.000000
0.001620,-89.000000
0.001630,-89.000000
0.001640,-89.000000
0.001650,-89.000000
0.001660,-89.000000
0.001670,-89.000000
0.001680,-89.000000
0.001690,-89.000000
0.001700,-89.000000
0.001710,-89.000000
0.001720,-89.000000
0.001730,-89.000000
0.001740,-89.000000
0.001750,-89.000000
0.001760,-89.000000
0.001770,-89.000000
0.001780,-89.000000
0.001790,-89.000000
0.001800,-89.000000
0.001810,-89.000000
0.001820,-89.000000
0.001830,-89.000000
0.001840,-89.000000
0.001850,-89.000000
0.001860,-89.000000
0.001870,-89.000000
0.001880,-89.000000
0.001890,-89.000000
0.001900,-89.000000
0.001910,-89.000000
0.001920,-89.000000
0.001930,-89.000000
0.001940,-89.000000
0.001950,-89.000000
0.001960,-89.000000
0.001970,-89.000000
0.001980,-89.000000
0.001990,-89.000000
0.002000,-89.000000
0.002010,-89.000000
0.002020,-89.000000
0.002030,-89.000000
0.002040,-89.000000
0.002050,-89.000000
0.002060,-89.000000
0.002070,-89.000000
0.002080,-89.000000
0.002090,-89.000000
0.002100,-89.000000
0.002110,-89.000000
0.002120,-89.000000
0.002130,-89.000000
0.002140,-89.000000
0.002150,-89.000000
0.002160,-89.000000
0.002170,-89.000000
0.002180,-89.000000
0.002190,-89.000000
0.002200,-89.000000
0.002210,-89.000000
0.002220,-89.000000
0.002230,-89.000000
0.002240,-89.000000
0.002250,-89.000000
0.002260,-89.000000
0.002270,-89.000000
0.002280,-89.000000
0.002290,-89.000000
0.002300,-89.000000
0.002310,-89.000000
0.002320,-89.000000
0.002330,-89.000000
0.002340,-89.000000
0.002350,-89.000000
0.002360,-89.000000
0.002370,-89.000000
0.002380,-89.000000
0.002390,-89.000000
0.002400,-89.000000
0.002410,-89.000000
0.002420,-89.000000
0.002430,-89.000000
0.002440,-89.000000
0.002450,-89.000000
0.002460,-89.000000
0.002470,-89.000000
0.002480,-89.000000
0.002490,-89.000000
0.002500,-89.000000
0.002510,-89.000000
0.002520,-89.000000
0.002530,-89.000000
0.002540,-89.000000
0.002550,-89.000000
0.002560,-89.000000
0.002570,-89.000000
0.002580,-89.000000
0.002590,-89.000000
0.002600,-89.000000
0.002610,-89.000000
0.002620,-89.000000
0.002630,-89.000000
0.002640,-89.000000
0.002650,-89.000000
0.002660,-89.000000
0.002670,-89.000000
0.002680,-89.000000
0.002690,-89.000000
0.002700,-89.000000
0.002710,-89.000000
0.002720,-89.000000
0.002730,-89.000000
0.002740,-89.000000
0.002750,-89.000000
0.002760,-89.000000
0.002770,-89.000000
0.002780,-89.000000
0.002790,-89.000000
0.002800,-89.000000
0.002810,-89.000000
0.002820,-89.000000
0.002830,-89.000000
0.002840,-89.000000
0.002850,-89.000000
0.002860,-89.000000
0.002870,-89.000000
0.002880,-89.000000
0.002890,-89.000000
0.002900,89.000000
0.002910,89.000000
0.002920,89.000000
0.002930,89.000000
0.002940,89.000000
0.002950,89.000000
0.002960,89.000000
0.002970,89.000000
0.002980,89.000000
0.002990,89.000000
0.003000,89.000000
0.003010,89.000000
0.003020,89.000000
0.003030,89.000000
0.003040,89.000000
0.003050,89.000000
0.003060,89.000000
0.003070,89.000000
0.003080,89.000000
0.003090,89.000000
0.003100,89.000000
0.003110,89.000000
0.003120,89.000000
0.003130,89.000000
0.003140,89.000000
0.003150,89.000000
0.003160,89.000000
0.003170,89.000000
0.003180,89.000000
0.003190,89.000000
0.003200,89.000000
0.003210,89.000000
0.003220,89.000000
0.003230,89.000000
0.003240,89.000000
0.003250,89.000000
0.003260,89.000000
0.003270,89.000000
0.003280,89.000000
0.003290,89.000000
0.003300,89.000000
0.003310,89.000000
0.003320,89.000000
0.003330,89.000000
0.003340,89.000000
0.003350,89.000000
0.003360,89.000000
0.003370,89.000000
0.003380,89.000000
0.003390,89.000000
0.003400,89.000000
0.003410,89.000000
0.003420,89.000000
0.003430,89.000000
0.003440,89.000000
0.003450,89.000000
0.003460,89.000000
0.003470,89.000000
0.003480,89.000000
0.003490,89.000000
0.003500,89.000000
0.003510,89.000000
0.003520,89.000000
0.003530,89.000000
0.003540,89.000000
0.003550,89.000000
0.003560,89.000000
0.003570,89.000000
0.003580,89.000000
0.003590,89.000000
0.003600,89.000000
0.003610,89.000000
0.003620,89.000000
0.003630,89.000000
0.003640,89.000000
0.003650,89.000000
0.003660,89.000000
0.003670,89.000000
0.003680,89.000000
0.003690,89.000000
0.003700,89.000000
0.003710,89.000000
0.003720,89.000000
0.003730,89.000000
0.003740,89.000000
0.003750,89.000000
0.003760,89.000000
0.003770,89.000000
0.003780,89.000000
0.003790,89.000000
0.003800,89.000000
0.003810,89.000000
0.003820,89.000000
0.003830,89.000000
0.003840,89.000000
0.003850,89.000000
0.003860,89.000000
0.003870,89.000000
0.003880,89.000000
0.003890,89.000000
0.003900,89.000000
0.003910,89.000000
0.003920,89.000000
0.003930,89.000000
0.003940,89.000000
0.003950,89.000000
0.003960,89.000000
0.003970,89.000000
0.003980,89.000000
0.003990,89.000000
0.004000,89.000000
0.004010,89.000000
0.004020,89.000000
0.004030,89.000000
0.004040,89.000000
0.004050,89.000000
0.004060,89.000000
0.004070,89.000000
0.004080,89.000000
0.004090,89.000000
0.004100,89.000000
0.004110,89.000000
0.004120,89.000000
0.004130,89.000000
0.004140,89.000000
0.004150,89.000000
0.004160,89.000000
0.004170,89.000000
0.004180,89.000000
0.004190,89.000000
0.004200,89.000000
0.004210,89.000000
0.004220,89.000000
0.004230,89.000000
0.004240,89.000000
0.004250,89.000000
0.004260,89.000000
0.004270,89.000000
0.004280,89.000000
0.004290,89.000000
0.004300,89.000000
0.004310,89.000000
0.004320,89.000000
0.004330,89.000000
0.004340,89.000000
0.004350,-89.000000
0.004360,-89.000000
0.004370,-89.000000
0.004380,-89.000000
0.004390,-89.000000
0.004400,-89.000000
0.004410,-89.000000
0.004420,-89.000000
0.004430,-89.000000
0.004440,-89.000000
0.004450,-89.000000
0.004460,-89.000000
0.004470,-89.000000
0.004480,-89.000000
0.004490,-89.000000
0.004500,-89.000000
0.004510,-89.000000
0.004520,-89.000000
0.004530,-89.000000
0.004540,-89.000000
0.004550,-89.000000
0.004560,-89.000000
0.004570,-89.000000
0.004580,-89.000000
0.004590,-89.000000
0.004600,-89.000000
0.004610,-89.000000
0.004620,-89.000000
0.004630,-89.000000
0.004640,-89.000000
0.004650,-89.000000
0.004660,-89.000000
0.004670,-89.000000
0.004680,-89.000000
0.004690,-89.000000
0.004700,-89.000000
0.004710,-89.000000
0.004720,-89.000000
0.004730,-89.000000
0.004740,-89.000000
0.004750,-89.000000
0.004760,-89.000000
0.004770,-89.000000
0.004780,-89.000000
0.004790,-89.000000
0.004800,-89.000000
0.004810,-89.000000
0.004820,-89.000000
0.004830,-89.000000
0.004840,-89.000000
0.004850,-89.000000
0.004860,-89.000000
0.004870,-89.000000
0.004880,-89.000000
0.004890,-89.000000
0.004900,-89.000000
0.004910,-89.000000
0.004920,-89.000000
0.004930,-89.000000
0.004940,-89.000000
0.004950,-89.000000
0.004960,-89.000000
0.004970,-89.000000
0.004980,-89.000000
0.004990,-89.000000
0.005000,-89.000000
0.005010,-89.000000
0.005020,-89.000000
0.005030,-89.000000
0.005040,-89.000000
0.005050,-89.000000
0.005060,-89.000000
0.005070,-89.000000
0.005080,-89.000000
0.005090,-89.000000
0.005100,-89.000000
0.005110,-89.000000
0.005120,-89.000000
0.005130,-89.000000
0.005140,-89.000000
0.005150,-89.000000
0.005160,-89.000000
0.005170,-89.000000
0.005180,-89.000000
0.005190,-89.000000
0.005200,-89.000000
0.005210,-89.000000
0.005220,-89.000000
0.005230,-89.000000
0.005240,-89.000000
0.005250,-89.000000
0.005260,-89.000000
0.005270,-89.000000
0.005280,-89.000000
0.005290,-89.000000
0.005300,-89.000000
0.005310,-89.000000
0.005320,-89.000000
0.005330,-89.000000
0.005340,-89.000000
0.005350,-89.000000
0.005360,-89.000000
0.005370,-89.000000
0.005380,-89.000000
0.005390,-89.000000
0.005400,-89.000000
0.005410,-89.000000
0.005420,-89.000000
0.005430,-89.000000
0.005440,-89.000000
0.005450,-89.000000
0.005460,-89.000000
0.005470,-89.000000
0.005480,-89.000000
0.005490,-89.000000
0.005500,-89.000000
0.005510,-89.000000
0.005520,-89.000000
0.005530,-89.000000
0.005540,-89.000000
0.005550,-89.000000
0.005560,-89.000000
0.005570,-89.000000
0.005580,-89.000000
0.005590,-89.000000
0.005600,-89.000000
0.005610,-89.000000
0.005620,-89.000000
0.005630,-89.000000
0.005640,-89.000000
0.005650,-89.000000
0.005660,-89.000000
0.005670,-89.000000
0.005680,-89.000000
0.005690,-89.000000
0.005700,-89.000000
0.005710,-89.000000
0.005720,-89.000000
0.005730,-89.000000
0.005740,-89.000000
0.005750,-89.000000
0.005760,-89.000000
0.005770,-89.000000
0.005780,-89.000000
0.005790,-89.000000
0.005800,89.000000
0.005810,89.000000
0.005820,89.000000
0.005830,89.000000
0.005840,89.000000
0.005850,89.000000
0.005860,89.000000
0.005870,89.000000
0.005880,89.000000
0.005890,89.000000
0.005900,89.000000
0.005910,89.000000
0.005920,89.000000
0.005930,89.000000
0.005940,89.000000
0.005950,89.000000
0.005960,89.000000
0.005970,89.000000
0.005980,89.000000
0.005990,89.000000
0.006000,89.000000
0.006010,89.000000
0.006020,89.000000
0.006030,89.000000
0.006040,89.000000
0.006050,89.000000
0.006060,89.000000
0.006070,89.000000
0.006080,89.000000
0.006090,89.000000
0.006100,89.000000
0.006110,89.000000
0.006120,89.000000
0.006130,89.000000
0.006140,89.000000
0.006150,89.000000
0.006160,89.000000
0.006170,89.000000
0.006180,89.000000
0.006190,89.000000
0.006200,89.000000
0.006210,89.000000
0.006220,89.000000
0.006230,89.000000
0.006240,89.000000
0.006250,89.000000
0.006260,89.000000
0.006270,89.000000
0.006280,89.000000
0.006290,89.000000
0.006300,89.000000
0.006310,89.000000
0.006320,89.000000
0.006330,89.000000
0.006340,89.000000
0.006350,89.000000
0.006360,89.000000
0.006370,89.000000
0.006380,89.000000
0.006390,89.000000
0.006400,89.000000
0.006410,89.000000
0.006420,89.000000
0.006430,89.000000
0.006440,89.000000
0.006450,89.000000
0.006460,89.000000
0.006470,89.000000
0.006480,89.000000
0.006490,89.000000
0.006500,89.000000
0.006510,89.000000
0.006520,89.000000
0.006530,89.000000
0.006540,89.000000
0.006550,89.000000
0.006560,89.000000
0.006570,89.000000
0.006580,89.000000
0.006590,89.000000
0.006600,89.000000
0.006610,89.000000
0.006620,89.000000
0.006630,89.000000
0.006640,89.000000
0.006650,89.000000
0.006660,89.000000
0.006670,89.000000
0.006680,89.000000
0.006690,89.000000
0.006700,89.000000
0.006710,89.000000
0.006720,89.000000
0.006730,89.000000
0.006740,89.000000
0.006750,89.000000
0.006760,89.000000
0.006770,89.000000
0.006780,89.000000
0.006790,89.000000
0.006800,89.000000
0.006810,89.000000
0.006820,89.000000
0.006830,89.000000
0.006840,89.000000
0.006850,89.000000
0.006860,89.000000
0.006870,89.000000
0.006880,89.000000
0.006890,89.000000
0.006900,89.000000
0.006910,89.000000
0.006920,89.000000
0.006930,89.000000
0.006940,89.000000
0.006950,89.000000
0.006960,89.000000
0.006970,89.000000
0.006980,89.000000
0.006990,89.000000
0.007000,89.000000
0.007010,89.000000
0.007020,89.000000
0.007030,89.000000
0.007040,89.000000
0.007050,89.000000
0.007060,89.000000
0.007070,89.000000
0.007080,89.000000
0.007090,89.000000
0.007100,89.000000
0.007110,89.000000
0.007120,89.000000
0.007130,89.000000
0.007140,89.000000
0.007150,89.000000
0.007160,89.000000
0.007170,89.000000
0.007180,89.000000
0.007190,89.000000
0.007200,89.000000
0.007210,89.000000
0.007220,89.000000
0.007230,89.000000
0.007240,89.000000
0.007250,-89.000000
0.007260,-89.000000
0.007270,-89.000000
0.007280,-89.000000
0.007290,-89.000000
0.007300,-89.000000
0.007310,-89.000000
0.007320,-89.000000
0.007330,-89.000000
0.007340,-89.000000
0.007350,-89.000000
0.007360,-89.000000
0.007370,-89.000000
0.007380,-89.000000
0.007390,-89.000000
0.007400,-89.000000
0.007410,-89.000000
0.007420,-89.000000
0.007430,-89.000000
0.007440,-89.000000
0.007450,-89.000000
0.007460,-89.000000
0.007470,-89.000000
0.007480,-89.000000
0.007490,-89.000000
0.007500,-89.000000
0.007510,-89.000000
0.007520,-89.000000
0.007530,-89.000000
0.007540,-89.000000
0.007550,-89.000000
0.007560,-89.000000
0.007570,-89.000000
0.007580,-89.000000
0.007590,-89.000000
0.007600,-89.000000
0.007610,-89.000000
0.007620,-89.000000
0.007630,-89.000000
0.007640,-89.000000
0.007650,-89.000000
0.007660,-89.000000
0.007670,-89.000000
0.007680,-89.000000
0.007690,-89.000000
0.007700,-89.000000
0.007710,-89.000000
0.007720,-89.000000
0.007730,-89.000000
0.007740,-89.000000
0.007750,-89.000000
0.007760,-89.000000
0.007770,-89.000000
0.007780,-89.000000
0.007790,-89.000000
0.007800,-89.000000
0.007810,-89.000000
0.007820,-89.000000
0.007830,-89.000000
0.007840,-89.000000
0.007850,-89.000000
0.007860,-89.000000
0.007870,-89.000000
0.007880,-89.000000
0.007890,-89.000000
0.007900,-89.000000
0.007910,-89.000000
0.007920,-89.000000
0.007930,-89.000000
0.007940,-89.000000
0.007950,-89.000000
0.007960,-89.000000
0.007970,-89.000000
0.007980,-89.000000
0.007990,-89.000000
0.008000,-89.000000
0.008010,-89.000000
0.008020,-89.000000
0.008030,-89.000000
0.008040,-89.000000
0.008050,-89.000000
0.008060,-89.000000
0.008070,-89.000000
0.008080,-89.000000
0.008090,-89.000000
0.008100,-89.000000
0.008110,-89.000000
0.008120,-89.000000
0.008130,-89.000000
0.008140,-89.000000
0.008150,-89.000000
0.008160,-89.000000
0.008170,-89.000000
0.008180,-89.000000
0.008190,-89.000000
0.008200,-89.000000
0.008210,-89.000000
0.008220,-89.000000
0.008230,-89.000000
0.008240,-89.000000
0.008250,-89.000000
0.008260,-89.000000
0.008270,-89.000000
0.008280,-89.000000
0.008290,-89.000000
0.008300,-89.000000
0.008310,-89.000000
0.008320,-89.000000
0.008330,-89.000000
0.008340,-89.000000
0.008350,-89.000000
0.008360,-89.000000
0.008370,-89.000000
0.008380,-89.000000
0.008390,-89.000000
0.008400,-89.000000
0.008410,-89.000000
0.008420,-89.000000
0.008430,-89.000000
0.008440,-89.000000
0.008450,-89.000000
0.008460,-89.000000
0.008470,-89.000000
0.008480,-89.000000
0.008490,-89.000000
0.008500,-89.000000
0.008510,-89.000000
0.008520,-89.000000
0.008530,-89.000000
0.008540,-89.000000
0.008550,-89.000000
0.008560,-89.000000
0.008570,-89.000000
0.008580,-89.000000
0.008590,-89.000000
0.008600,-89.000000
0.008610,-89.000000
0.008620,-89.000000
0.008630,-89.000000
0.008640,-89.000000
0.008650,-89.000000
0.008660,-89.000000
0.008670,-89.000000
0.008680,-89.000000
0.008690,-89.000000
0.008700,89.000000
0.008710,89.000000
0.008720,89.000000
0.008730,89.000000
0.008740,89.000000
0.008750,89.000000
0.008760,89.000000
0.008770,89.000000
0.008780,89.000000
0.008790,89.000000
0.008800,89.000000
0.008810,89.000000
0.008820,89.000000
0.008830,89.000000
0.008840,89.000000
0.008850,89.000000
0.008860,89.000000
0.008870,89.000000
0.008880,89.000000
0.008890,89.000000
0.008900,89.000000
0.008910,89.000000
0.008920,89.000000
0.008930,89.000000
0.008940,89.000000
0.008950,89.000000
0.008960,89.000000
0.008970,89.000000
0.008980,89.000000
0.008990,89.000000
0.009000,89.000000
0.009010,89.000000
0.009020,89.000000
0.009030,89.000000
0.009040,89.000000
0.009050,89.000000
0.009060,89.000000
0.009070,89.000000
0.009080,89.000000
0.009090,89.000000
0.009100,89.000000
0.009110,89.000000
0.009120,89.000000
0.009130,89.000000
0.009140,89.000000
0.009150,89.000000
0.009160,89.000000
0.009170,89.000000
0.009180,89.000000
0.009190,89.000000
0.009200,89.000000
0.009210,89.000000
0.009220,89.000000
0.009230,89.000000
0.009240,89.000000
0.009250,89.000000
0.009260,89.000000
0.009270,89.000000
0.009280,89.000000
0.009290,89.000000
0.009300,89.000000
0.009310,89.000000
0.009320,89.000000
0.009330,89.000000
0.009340,89.000000
0.009350,89.000000
0.009360,89.000000
0.009370,89.000000
0.009380,89.000000
0.009390,89.000000
0.009400,89.000000
0.009410,89.000000
0.009420,89.000000
0.009430,89.000000
0.009440,89.000000
0.009450,89.000000
0.009460,89.000000
0.009470,89.000000
0.009480,89.000000
0.009490,89.000000
0.009500,89.000000
0.009510,89.000000
0.009520,89.000000
0.009530,89.000000
0.009540,89.000000
0.009550,89.000000
0.009560,89.000000
0.009570,89.000000
0.009580,89.000000
0.009590,89.000000
0.009600,89.000000
0.009610,89.000000
0.009620,89.000000
0.009630,89.000000
0.009640,89.000000
0.009650,89.000000
0.009660,89.000000
0.009670,89.000000
0.009680,89.000000
0.009690,89.000000
0.009700,89.000000
0.009710,89.000000
0.009720,89.000000
0.009730,89.000000
0.009740,89.000000
0.009750,89.000000
0.009760,89.000000
0.009770,89.000000
0.009780,89.000000
0.009790,89.000000
0.009800,89.000000
0.009810,89.000000
0.009820,89.000000
0.009830,89.000000
0.009840,89.000000
0.009850,89.000000
0.009860,89.000000
0.009870,89.000000
0.009880,89.000000
0.009890,89.000000
0.009900,89.000000
0.009910,89.000000
0.009920,89.000000
0.009930,89.000000
0.009940,89.000000
0.009950,89.000000
0.009960,89.000000
0.009970,89.000000
0.009980,89.000000
0.009990,89.000000
0.010000,89.000000
0.010010,89.000000
0.010020,89.000000
0.010030,89.000000
0.010040,89.000000
0.010050,89.000000
0.010060,89.000000
0.010070,89.000000
0.010080,89.000000
0.010090,89.000000
0.010100,89.000000
0.010110,89.000000
0.010120,89.000000
0.010130,89.000000
0.010140,89.000000
0.010150,-89.000000
0.010160,-89.000000
0.010170,-89.000000
0.010180,-89.000000
0.010190,-89.000000
0.010200,-89.000000
0.010210,-89.000000
0.010220,-89.000000
0.010230,-89.000000
0.010240,-89.000000
0.010250,-89.000000
0.010260,-89.000000
0.010270,-89.000000
0.010280,-89.000000
0.010290,-89.000000
0.010300,-89.000000
0.010310,-89.000000
0.010320,-89.000000
0.010330,-89.000000
0.010340,-89.000000
0.010350,-89.000000
0.010360,-89.000000
0.010370,-89.000000
0.010380,-89.000000
0.010390,-89.000000
0.010400,-89.000000
0.010410,-89.000000
0.010420,-89.000000
0.010430,-89.000000
0.010440,-89.000000
0.010450,-89.000000
0.010460,-89.000000
0.010470,-89.000000
0.010480,-89.000000
0.010490,-89.000000
0.010500,-89.000000
0.010510,-89.000000
0.010520,-89.000000
0.010530,-89.000000
0.010540,-89.000000
0.010550,-89.000000
0.010560,-89.000000
0.010570,-89.000000
0.010580,-89.000000
0.010590,-89.000000
0.010600,-89.000000
0.010610,-89.000000
0.010620,-89.000000
0.010630,-89.000000
0.010640,-89.000000
0.010650,-89.000000
0.010660,-89.000000
0.010670,-89.000000
0.010680,-89.000000
0.010690,-89.000000
0.010700,-89.000000
0.010710,-89.000000
0.010720,-89.000000
0.010730,-89.000000
0.010740,-89.000000
0.010750,-89.000000
0.010760,-89.000000
0.010770,-89.000000
0.010780,-89.000000
0.010790,-89.000000
0.010800,-89.000000
0.010810,-89.000000
0.010820,-89.000000
0.010830,-89.000000
0.010840,-89.000000
0.010850,-89.000000
0.010860,-89.000000
0.010870,-89.000000
0.010880,-89.000000
0.010890,-89.000000
0.010900,-89.000000
0.010910,-89.000000
0.010920,-89.000000
0.010930,-89.000000
0.010940,-89.000000
0.010950,-89.000000
0.010960,-89.000000
0.010970,-89.000000
0.010980,-89.000000
0.010990,-89.000000
0.011000,-89.000000
0.011010,-89.000000
0.011020,-89.000000
0.011030,-89.000000
0.011040,-89.000000
0.011050,-89.000000
0.011060,-89.000000
0.011070,-89.000000
0.011080,-89.000000
0.011090,-89.000000
0.011100,-89.000000
0.011110,-89.000000
0.011120,-89.000000
0.011130,-89.000000
0.011140,-89.000000
0.011150,-89.000000
0.011160,-89.000000
0.011170,-89.000000
0.011180,-89.000000
0.011190,-89.000000
0.011200,-89.000000
0.011210,-89.000000
0.011220,-89.000000
0.011230,-89.000000
0.011240,-89.000000
0.011250,-89.000000
0.011260,-89.000000
0.011270,-89.000000
0.011280,-89.000000
0.011290,-89.000000
0.011300,-89.000000
0.011310,-89.000000
0.011320,-89.000000
0.011330,-89.000000
0.011340,-89.000000
0.011350,-89.000000
0.011360,-89.000000
0.011370,-89.000000
0.011380,-89.000000
0.011390,-89.000000
0.011400,-89.000000
0.011410,-89.000000
0.011420,-89.000000
0.011430,-89.000000
0.011440,-89.000000
0.011450,-89.000000
0.011460,-89.000000
0.011470,-89.000000
0.011480,-89.000000
0.011490,-89.000000
0.011500,-89.000000
0.011510,-89.000000
0.011520,-89.000000
0.011530,-89.000000
0.011540,-89.000000
0.011550,-89.000000
0.011560,-89.000000
0.011570,-89.000000
0.011580,-89.000000
0.011590,-89.000000
0.011600,89.000000
0.011610,89.000000
0.011620,89.000000
0.011630,89.000000
0.011640,89.000000
0.011650,89.000000
0.011660,89.000000
0.011670,89.000000
0.011680,89.000000
0.011690,89.000000
0.011700,89.000000
0.011710,89.000000
0.011720,89.000000
0.011730,89.000000
0.011740,89.000000
0.011750,89.000000
0.011760,89.000000
0.011770,89.000000
0.011780,89.000000
0.011790,89.000000
0.011800,89.000000
0.011810,89.000000
0.011820,89.000000
0.011830,89.000000
0.011840,89.000000
0.011850,89.000000
0.011860,89.000000
0.011870,89.000000
0.011880,89.000000
0.011890,89.000000
0.011900,89.000000
0.011910,89.000000
0.011920,89.000000
0.011930,89.000000
0.011940,89.000000
0.011950,89.000000
0.011960,89.000000
0.011970,89.000000
0.011980,89.000000
0.011990,89.000000
0.012000,89.000000
0.012010,89.000000
0.012020,89.000000
0.012030,89.000000
0.012040,89.000000
0.012050,89.000000
0.012060,89.000000
0.012070,89.000000
0.012080,89.000000
0.012090,89.000000
0.012100,89.000000
0.012110,89.000000
0.012120,89.000000
0.012130,89.000000
0.012140,89.000000
0.012150,89.000000
0.012160,89.000000
0.012170,89.000000
0.012180,89.000000
0.012190,89.000000
0.012200,89.000000
0.012210,89.000000
0.012220,89.000000
0.012230,89.000000
0.012240,89.000000
0.012250,89.000000
0.012260,89.000000
0.012270,89.000000
0.012280,89.000000
0.012290,89.000000
0.012300,89.000000
0.012310,89.000000
0.012320,89.000000
0.012330,89.000000
0.012340,89.000000
0.012350,89.000000
0.012360,89.000000
0.012370,89.000000
0.012380,89.000000
0.012390,89.000000
0.012400,89.000000
0.012410,89.000000
0.012420,89.000000
0.012430,89.000000
0.012440,89.000000
0.012450,89.000000
0.012460,89.000000
0.012470,89.000000
0.012480,89.000000
0.012490,89.000000
0.012500,89.000000
0.012510,89.000000
0.012520,89.000000
0.012530,89.000000
0.012540,89.000000
0.012550,89.000000
0.012560,89.000000
0.012570,89.000000
0.012580,89.000000
0.012590,89.000000
0.012600,89.000000
0.012610,89.000000
0.012620,89.000000
0.012630,89.000000
0.012640,89.000000
0.012650,89.000000
0.012660,89.000000
0.012670,89.000000
0.012680,89.000000
0.012690,89.000000
0.012700,89.000000
0.012710,89.000000
0.012720,89.000000
0.012730,89.000000
0.012740,89.000000
0.012750,89.000000
0.012760,89.000000
0.012770,89.000000
0.012780,89.000000
0.012790,89.000000
0.012800,89.000000
0.012810,89.000000
0.012820,89.000000
0.012830,89.000000
0.012840,89.000000
0.012850,89.000000
0.012860,89.000000
0.012870,89.000000
0.012880,89.000000
0.012890,89.000000
0.012900,89.000000
0.012910,89.000000
0.012920,89.000000
0.012930,89.000000
0.012940,89.000000
0.012950,89.000000
0.012960,89.000000
0.012970,89.000000
0.012980,89.000000
0.012990,89.000000
0.013000,89.000000
0.013010,89.000000
0.013020,89.000000
0.013030,89.000000
0.013040,89.000000
0.013050,-89.000000
0.013060,-89.000000
0.013070,-89.000000
0.013080,-89.000000
0.013090,-89.000000
0.013100,-89.000000
0.013110,-89.000000
0.013120,-89.000000
0.013130,-89.000000
0.013140,-89.000000
0.013150,-89.000000
0.013160,-89.000000
0.013170,-89.000000
0.013180,-89.000000
0.013190,-89.000000
0.013200,-89.000000
0.013210,-89.000000
0.013220,-89.000000
0.013230,-89.000000
0.013240,-89.000000
0.013250,-89.000000
0.013260,-89.000000
0.013270,-89.000000
0.013280,-89.000000
0.013290,-89.000000
0.013300,-89.000000
0.013310,-89.000000
0.013320,-89.000000
0.013330,-89.000000
0.013340,-89.000000
0.013350,-89.000000
0.013360,-89.000000
